iter	MultiClass
789	0.4706470712
790	0.4705849588
791	0.4703706375
792	0.4701431344
793	0.4700188514
794	0.4698237477
795	0.4696288644
796	0.4695018055
797	0.4694410206
798	0.4693919025
799	0.4692557401
800	0.4689976414
801	0.4688535153
802	0.4688082892
803	0.4686864291
804	0.4685403663
805	0.4684415919
806	0.4682554479
807	0.4681324211
808	0.467909485
809	0.4677728691
810	0.4676416883
811	0.4675235492
812	0.467479861
813	0.4673275655
814	0.4671110525
815	0.4670226175
816	0.4669265005
817	0.4667487416
818	0.4665557704
819	0.466500557
820	0.4664399638
821	0.4663787375
822	0.4663084852
823	0.4661146236
824	0.4659648483
825	0.4659083032
826	0.4658164162
827	0.4655907753
828	0.4655352367
829	0.4654357796
830	0.4653465966
831	0.465134959
832	0.4650882177
833	0.4650323855
834	0.464766971
835	0.4646095117
836	0.4643994712
837	0.4642365559
838	0.4640964695
839	0.4639654345
840	0.4639011381
841	0.4638457733
842	0.4636143758
843	0.4634516759
844	0.4633132001
845	0.4631993981
846	0.4630872024
847	0.4629467483
848	0.4627536916
849	0.4626982121
850	0.4624749154
851	0.4624274556
852	0.4621703574
853	0.4620004527
854	0.4619454224
855	0.4618720739
856	0.4617598743
857	0.4616276649
858	0.4614385155
859	0.4613291153
860	0.4612062986
861	0.4610248975
862	0.4609575027
863	0.4608944724
864	0.4608103158
865	0.4606573591
866	0.4603975055
867	0.4601706418
868	0.459998097
869	0.4597767562
870	0.4596371098
871	0.4594463894
872	0.459345438
873	0.4591640071
874	0.4590394156
875	0.4588724091
876	0.4587074617
877	0.4586322928
878	0.4584150205
879	0.4582569582
880	0.4580986352
881	0.4580129517
882	0.4579878928
883	0.4579119425
884	0.4578448457
885	0.4576718227
886	0.4575366431
887	0.4574603622
888	0.4573551239
889	0.457241789
890	0.4570999998
891	0.4569938957
892	0.4568643538
893	0.456666864
894	0.4565169328
895	0.4563937094
896	0.4563112012
897	0.4562460298
898	0.4560741746
899	0.4559300396
900	0.4558383515
901	0.4557845241
902	0.4557402177
903	0.4555273786
904	0.4553637658
905	0.4551752596
906	0.4550433153
907	0.4548871181
908	0.4546984132
909	0.4546095745
910	0.4545247567
911	0.454433251
912	0.4543179935
913	0.4541183005
914	0.453935017
915	0.4538921208
916	0.4537312446
917	0.4536379793
918	0.4535310555
919	0.4534060759
920	0.4532257248
921	0.4530607957
922	0.4528638137
923	0.4526167837
924	0.4524471387
925	0.4522248645
926	0.4521621797
927	0.4519719479
928	0.4518648093
929	0.4517418089
930	0.4516626086
931	0.4514886519
932	0.4514248667
933	0.4513783189
934	0.4513287853
935	0.4512107053
936	0.4510035149
937	0.4507803158
938	0.4507067182
939	0.4505962871
940	0.45045524
941	0.4502981814
942	0.4501925918
943	0.4501424969
944	0.4499643094
945	0.4498969097
946	0.4498339737
947	0.449766604
948	0.4495915613
949	0.449490773
950	0.4493829508
951	0.4493439668
952	0.4492557853
953	0.449189916
954	0.4490797807
955	0.4489652111
956	0.4488448173
957	0.4488181009
958	0.4485556333
959	0.4484280086
960	0.4482721356
961	0.4482113623
962	0.4480846488
963	0.4480223267
964	0.4478721851
965	0.4478034537
966	0.4477147975
967	0.4474980504
968	0.4474227798
969	0.4473376927
970	0.447226556
971	0.4470496387
972	0.4470163582
973	0.4468865461
974	0.4467118372
975	0.4465530654
976	0.4464640125
977	0.446310705
978	0.4462183647
979	0.4460750562
980	0.4459575422
981	0.4458113712
982	0.4457132209
983	0.4456144342
984	0.4455383314
985	0.4454795608
986	0.4454336722
987	0.4453292619
988	0.445255642
989	0.4451643496
990	0.4450283484
991	0.444887604
992	0.4446969252
993	0.4446399214
994	0.4444687015
995	0.4443431529
996	0.4441357162
997	0.4440132263
998	0.4439149095
999	0.4438652059
